name,gene,HBR_1,HBR_2,HBR_3,UHR_1,UHR_2,UHR_3
ENSG00000182902.13,SLC25A18,92,108,70,6,8,6
ENSG00000236754.5,ENSG00000236754,1,1,1,1,2,3
ENSG00000131100.12,ATP6V1E1,394,458,399,248,182,206
ENSG00000099968.17,BCL2L13,209,280,263,241,163,200
ENSG00000015475.18,BID,70,85,84,112,74,111
ENSG00000264757.1,MIR3198-1,0,0,0,0,0,1
ENSG00000269220.1,LINC00528,1,0,0,1,2,4
ENSG00000243156.7,MICAL3,324,421,414,205,136,188
ENSG00000093100.13,ENSG00000093100,5,5,8,1,2,1
ENSG00000207780.1,MIR648,0,0,3,0,0,0
ENSG00000235445.1,ENSG00000235445,2,5,2,2,1,1
ENSG00000234913.1,ENSG00000234913,2,9,4,1,2,3
ENSG00000237446.1,RHEBP3,1,1,3,0,0,1
ENSG00000235295.1,LINC01634,0,0,0,0,2,0
ENSG00000225335.3,ENSG00000225335,3,5,4,2,3,5
ENSG00000215193.12,PEX26,134,169,135,202,135,180
ENSG00000236890.2,ENSG00000236890,0,0,1,2,0,0
ENSG00000235617.1,ENSG00000235617,0,0,0,0,0,0
ENSG00000225225.1,ARL2BPP10,0,0,0,0,0,0
ENSG00000183785.14,TUBA8,12,13,15,2,2,1
ENSG00000280007.1,ENSG00000280007,52,68,52,14,14,8
ENSG00000184979.9,USP18,3,6,2,24,10,16
ENSG00000187979.4,FAM230D,0,0,0,0,0,0
ENSG00000276160.1,GGTLC5P,0,0,0,0,0,0
ENSG00000274044.4,FAM230J,0,0,0,0,0,0
ENSG00000276874.1,ENSG00000276874,0,0,0,0,0,0
ENSG00000275060.1,PPP1R26P3,0,0,0,0,0,0
ENSG00000277017.1,ENSG00000277017,0,0,0,0,0,0
ENSG00000277870.4,FAM230A,0,0,0,0,0,0
ENSG00000278044.1,FAM247B,0,0,0,0,0,0
ENSG00000274252.1,GGTLC3,0,0,0,0,0,0
ENSG00000275319.1,Metazoa_SRP,0,0,0,0,0,0
ENSG00000277690.2,ENSG00000277690,0,0,0,0,0,0
ENSG00000278558.4,TMEM191B,0,2,3,0,0,1
ENSG00000274602.4,PI4KAP1,13,8,13,39,16,30
ENSG00000280694.1,ENSG00000280694,0,0,0,0,0,0
ENSG00000274625.1,ENSG00000274625,0,0,0,0,0,0
ENSG00000222630.2,RN7SKP131,0,0,0,0,0,0
ENSG00000275793.1,RIMBP3,1,1,0,2,2,5
ENSG00000275362.1,Metazoa_SRP,0,0,0,0,0,0
ENSG00000278110.1,SUSD2P2,0,0,0,0,0,0
ENSG00000273907.1,CA15P2,0,0,0,0,0,0
ENSG00000273643.1,PPP1R26P2,0,0,0,0,0,0
ENSG00000278008.1,PPP1R26P4,0,0,0,0,0,0
ENSG00000182824.7,FAM230E,0,0,0,0,1,0
ENSG00000197421.9,GGT3P,0,0,0,0,0,1
ENSG00000239989.1,ENSG00000239989,0,0,0,0,0,0
ENSG00000234764.2,E2F6P1,0,0,0,0,0,0
ENSG00000161103.11,POM121L15P,0,0,1,0,1,1
ENSG00000215544.6,BCRP7,0,0,0,0,0,0
ENSG00000276095.2,FAM230F,0,0,0,0,0,0
ENSG00000279987.1,ENSG00000279987,0,0,0,0,0,0
ENSG00000183628.12,DGCR6,56,69,60,20,12,17
ENSG00000100033.16,PRODH,97,119,118,40,29,35
ENSG00000279560.1,ENSG00000279560,0,0,0,2,1,3
ENSG00000280418.1,ENSG00000280418,1,1,0,0,3,0
ENSG00000237517.8,CELSR1P1,191,228,196,8,9,7
ENSG00000271275.1,ENSG00000271275,10,6,8,1,0,0
ENSG00000273032.1,DGCR5,25,30,26,5,2,4
ENSG00000270393.1,ENSG00000270393,0,0,0,0,0,0
ENSG00000273164.1,ENSG00000273164,9,5,9,0,0,0
ENSG00000241527.1,CA15P1,3,3,5,1,1,1
ENSG00000070413.18,DGCR2,304,354,313,304,176,273
ENSG00000206739.1,Y_RNA,1,0,0,0,1,2
ENSG00000273311.1,DGCR11,4,9,13,16,6,15
ENSG00000237347.2,RPL28P6,1,0,0,0,1,0
ENSG00000281530.1,ENSG00000281530,2,0,7,2,2,4
ENSG00000223461.1,ENSG00000223461,5,2,5,2,2,5
ENSG00000272682.1,ENSG00000272682,0,1,0,0,2,0
ENSG00000231086.1,TSSK1A,0,0,0,0,1,1
ENSG00000100056.11,ESS2,43,50,37,76,38,63
ENSG00000206203.4,TSSK2,0,0,0,0,0,0
ENSG00000063515.2,GSC2,0,0,0,0,0,0
ENSG00000260924.2,LINC01311,3,1,3,10,8,11
ENSG00000100075.9,SLC25A1,33,50,40,225,139,218
ENSG00000070371.15,CLTCL1,31,40,36,97,66,76
ENSG00000230194.1,RPL34P35,0,0,1,0,1,0
ENSG00000251940.1,ENSG00000251940,0,0,0,0,1,0
ENSG00000233471.2,KRT18P62,1,0,0,1,0,1
ENSG00000100084.14,HIRA,20,15,10,57,27,37
ENSG00000242259.8,C22orf39,62,74,75,98,88,90
ENSG00000244296.3,RN7SL168P,0,0,0,4,2,1
ENSG00000185608.8,MRPL40,29,35,31,112,68,91
ENSG00000185065.6,UFD1-AS1,4,4,1,6,8,5
ENSG00000070010.18,UFD1,39,57,47,230,146,159
ENSG00000273300.1,ENSG00000273300,0,0,0,0,0,0
ENSG00000273212.1,ENSG00000273212,0,0,0,0,1,3
ENSG00000093009.9,CDC45,1,1,0,221,151,173
ENSG00000184113.9,CLDN5,60,86,57,2,2,0
ENSG00000281548.1,LINC00895,0,0,0,0,0,0
ENSG00000230485.1,ENSG00000230485,0,0,0,0,1,0
ENSG00000225007.1,ENSG00000225007,0,0,0,0,0,0
ENSG00000184702.17,SEPTIN5,455,606,521,133,93,107
ENSG00000203618.5,GP1BB,0,0,0,0,0,0
ENSG00000184058.12,TBX1,1,0,2,7,9,6
ENSG00000185838.13,GNB1L,14,17,8,38,37,31
ENSG00000235776.2,RPL7AP70,1,0,0,2,1,1
ENSG00000215012.8,RTL10,83,123,95,209,149,168
ENSG00000184470.19,TXNRD2,50,51,40,85,63,70
ENSG00000232926.1,RPL8P5,2,8,2,7,3,4
ENSG00000093010.11,COMT,92,106,82,188,105,154
ENSG00000265087.1,ENSG00000265087,0,0,1,0,0,0
ENSG00000099889.13,ARVCF,131,151,129,78,30,48
ENSG00000183597.15,TANGO2,26,41,30,55,41,35
ENSG00000208023.2,MIR185,0,0,0,0,0,0
ENSG00000236540.7,ENSG00000236540,7,17,11,12,9,15
ENSG00000268292.1,ENSG00000268292,0,0,0,0,0,0
ENSG00000277950.1,Metazoa_SRP,0,0,1,0,1,0
ENSG00000128191.13,DGCR8,77,90,64,218,154,192
ENSG00000266567.1,ENSG00000266567,0,0,0,0,0,0
ENSG00000221366.2,ENSG00000221366,0,0,0,0,0,0
ENSG00000243762.1,ENSG00000243762,0,0,0,0,0,0
ENSG00000099899.14,TRMT2A,39,60,48,156,82,122
ENSG00000278278.1,MIR6816,0,0,0,0,0,0
ENSG00000099901.16,RANBP1,52,72,69,592,406,480
ENSG00000264346.1,SNORA77B,0,0,0,0,0,0
ENSG00000099904.15,ZDHHC8,93,94,92,113,84,82
ENSG00000234409.6,CCDC188,3,5,3,3,3,2
ENSG00000249923.1,LINC02891,0,1,3,0,0,0
ENSG00000236499.2,LINC00896,0,3,0,6,4,7
ENSG00000040608.13,RTN4R,74,93,83,18,11,11
ENSG00000221039.2,MIR1286,0,3,0,0,0,0
ENSG00000161132.6,PRODHLP,1,0,0,1,3,0
ENSG00000128185.9,DGCR6L,38,36,32,75,32,60
ENSG00000273343.1,ENSG00000273343,2,2,4,2,1,3
ENSG00000273139.1,ENSG00000273139,3,3,3,2,0,2
ENSG00000188280.11,FAM230G,0,0,0,0,3,0
ENSG00000235578.1,ENSG00000235578,0,0,0,1,0,0
ENSG00000161133.16,USP41P,0,0,0,0,1,0
ENSG00000185252.17,ZNF74,38,40,42,110,78,90
ENSG00000207343.1,RNU6-225P,0,0,0,0,0,0
ENSG00000244486.7,SCARF2,11,7,2,32,22,34
ENSG00000277971.1,ENSG00000277971,0,0,0,0,0,0
ENSG00000099910.16,KLHL22,58,78,77,74,50,56
ENSG00000215493.3,KLHL12P1,4,8,13,9,5,3
ENSG00000255156.1,RNY1P9,0,0,0,0,0,0
ENSG00000201916.1,Y_RNA,0,0,0,1,0,0
ENSG00000242876.3,RN7SL812P,0,0,3,1,0,2
ENSG00000236670.1,KRT18P5,4,3,1,2,2,7
ENSG00000265300.1,ENSG00000265300,0,0,0,0,0,0
ENSG00000099917.17,MED15,91,104,85,241,148,200
ENSG00000236003.1,ENSG00000236003,0,0,0,2,2,0
ENSG00000250261.1,CCDC74BP1,0,0,0,0,0,0
ENSG00000223553.5,SMPD4P1,2,3,2,1,3,1
ENSG00000276427.1,IGLL4P,0,0,0,0,1,0
ENSG00000238125.1,SLC9A3P2,0,0,0,0,0,2
ENSG00000264718.1,ENSG00000264718,0,0,0,0,0,0
ENSG00000229107.2,ABHD17AP4,0,1,3,0,2,3
ENSG00000217261.4,POM121L4P,0,0,0,0,0,0
ENSG00000235062.4,BCRP5,0,0,0,0,0,0
ENSG00000226287.7,TMEM191A,4,4,3,0,3,2
ENSG00000241973.10,PI4KA,1041,1143,1032,408,317,369
ENSG00000099937.10,SERPIND1,11,11,8,158,109,124
ENSG00000099940.11,SNAP29,32,47,43,112,81,75
ENSG00000272600.1,ENSG00000272600,0,0,0,0,0,0
ENSG00000099942.12,CRKL,341,423,366,756,481,612
ENSG00000237476.1,LINC01637,5,2,4,1,5,0
ENSG00000183773.15,AIFM3,80,83,99,7,12,10
ENSG00000099949.18,LZTR1,138,178,126,296,188,225
ENSG00000272829.1,ENSG00000272829,4,5,1,1,2,1
ENSG00000184436.11,THAP7,36,56,39,94,77,85
ENSG00000230513.1,THAP7-AS1,3,6,5,5,2,3
ENSG00000161149.11,ENSG00000161149,2,1,1,5,4,5
ENSG00000099957.16,P2RX6,33,32,29,23,18,27
ENSG00000099960.12,SLC7A4,19,25,13,8,3,3
ENSG00000226872.1,ENSG00000226872,0,0,1,0,0,0
ENSG00000207575.1,MIR649,0,0,0,0,0,0
ENSG00000206145.8,P2RX6P,3,2,2,0,1,2
ENSG00000187905.10,LRRC74B,0,3,2,0,0,0
ENSG00000249680.1,TUBA3GP,0,0,0,0,0,0
ENSG00000169668.11,BCRP2,0,0,0,0,1,0
ENSG00000197210.7,ENSG00000197210,0,0,0,0,0,0
ENSG00000239511.2,POM121L7P,1,0,0,0,0,0
ENSG00000224688.1,E2F6P2,0,1,0,0,0,0
ENSG00000215498.8,FAM230B,0,0,0,0,0,0
ENSG00000234503.1,ENSG00000234503,0,0,0,0,0,0
ENSG00000133475.16,GGT2P,0,0,1,1,2,1
ENSG00000226885.1,E2F6P3,0,0,0,0,0,0
ENSG00000229266.1,POM121L8P,0,0,0,0,0,0
ENSG00000169662.8,BCRP6,0,0,0,0,0,0
ENSG00000206142.9,FAM230H,0,0,0,0,0,0
ENSG00000237407.1,ENSG00000237407,0,0,0,0,0,0
ENSG00000232771.2,PPP1R26P5,0,0,0,0,1,0
ENSG00000279920.1,LINC01651,0,0,0,0,0,0
ENSG00000226534.1,SUSD2P1,0,0,0,0,0,0
ENSG00000273846.1,Metazoa_SRP,0,0,0,0,0,0
ENSG00000274600.1,RIMBP3B,0,1,0,0,2,1
ENSG00000200057.1,RN7SKP63,0,0,0,0,0,0
ENSG00000252020.1,ENSG00000252020,0,0,0,0,0,0
ENSG00000275840.1,Metazoa_SRP,0,0,0,0,0,0
ENSG00000169635.9,HIC2,27,25,28,208,106,139
ENSG00000276800.1,Metazoa_SRP,0,0,0,0,0,0
ENSG00000206140.9,TMEM191C,1,1,2,0,5,2
ENSG00000183506.16,PI4KAP2,13,19,14,59,34,28
ENSG00000281629.1,ENSG00000281629,0,0,0,0,0,0
ENSG00000252143.1,ENSG00000252143,0,0,0,0,0,0
ENSG00000222352.1,RN7SKP221,0,0,0,0,0,0
ENSG00000183246.6,RIMBP3C,0,0,0,0,1,0
ENSG00000185651.14,UBE2L3,207,240,197,472,310,347
ENSG00000275293.1,Metazoa_SRP,0,0,0,0,0,0
ENSG00000161179.13,YDJC,18,28,24,153,83,125
ENSG00000161180.10,CCDC116,2,0,1,5,3,2
ENSG00000273342.1,ENSG00000273342,0,0,0,2,1,1
ENSG00000128228.4,SDF2L1,5,14,3,50,33,43
ENSG00000100023.17,PPIL2,55,63,59,231,141,203
ENSG00000212102.1,MIR301B,0,0,0,0,0,0
ENSG00000207751.1,ENSG00000207751,0,0,0,0,0,0
ENSG00000272954.1,ENSG00000272954,0,0,0,4,5,1
ENSG00000100027.14,YPEL1,25,43,28,17,9,8
ENSG00000244671.3,RN7SL280P,0,0,1,1,1,0
ENSG00000100030.14,MAPK1,739,950,900,834,501,663
ENSG00000200985.1,RNA5SP493,0,0,0,1,4,0
ENSG00000225544.1,MPPE1P2,0,1,1,1,0,1
ENSG00000100034.13,PPM1F,80,103,110,214,140,168
ENSG00000224086.5,PPM1F-AS1,25,49,27,67,69,64
ENSG00000100038.19,TOP3B,1,0,1,10,6,7
ENSG00000197549.9,PRAMENP,0,0,0,0,0,0
ENSG00000253239.1,IGLVI-70,0,0,0,0,0,0
ENSG00000211637.2,IGLV4-69,0,0,0,0,0,0
ENSG00000254355.1,IGLVI-68,0,0,0,0,0,0
ENSG00000278657.1,ENSG00000278657,0,0,0,0,1,0
ENSG00000249333.1,ENSG00000249333,0,0,0,0,1,0
ENSG00000253794.1,IGLV10-67,0,0,0,0,0,0
ENSG00000228161.1,ENSG00000228161,0,0,0,0,0,0
ENSG00000253874.1,IGLVIV-66-1,0,0,0,0,0,0
ENSG00000254075.1,IGLVV-66,0,0,0,0,0,0
ENSG00000254161.1,IGLVIV-65,0,0,0,0,0,0
ENSG00000253242.1,IGLVIV-64,0,0,0,0,0,0
ENSG00000253752.1,IGLVI-63,0,0,0,0,1,0
ENSG00000253823.1,IGLV1-62,0,0,0,0,2,0
ENSG00000275361.1,ENSG00000275361,0,0,0,0,0,0
ENSG00000211638.2,IGLV8-61,0,0,0,0,0,0
ENSG00000225741.1,ENSG00000225741,0,0,0,0,0,0
ENSG00000263366.2,ABHD17AP5,0,0,0,0,0,0
ENSG00000236118.1,ENSG00000236118,0,0,0,0,0,0
ENSG00000233720.1,ENSG00000233720,0,0,0,0,0,0
ENSG00000211639.2,IGLV4-60,0,0,0,0,0,0
ENSG00000227710.1,ENSG00000227710,0,0,0,0,0,0
ENSG00000224465.1,SOCS2P2,0,0,0,0,1,0
ENSG00000254308.1,IGLVIV-59,0,0,0,0,0,0
ENSG00000253637.1,IGLVV-58,0,0,0,0,0,0
ENSG00000236323.1,BMP6P1,0,0,0,0,0,0
ENSG00000211640.3,IGLV6-57,0,0,0,1,0,0
ENSG00000253126.1,IGLVI-56,0,0,0,0,0,0
ENSG00000211641.2,IGLV11-55,0,0,0,0,0,0
ENSG00000211642.2,IGLV10-54,0,0,0,0,0,0
ENSG00000253935.1,IGLVIV-53,0,0,0,0,0,0
ENSG00000228050.1,TOP3BP1,0,0,0,1,0,2
ENSG00000234726.1,ENSG00000234726,0,0,0,0,1,0
ENSG00000169575.4,VPREB1,0,0,0,1,0,1
ENSG00000279278.1,ENSG00000279278,12,11,18,15,13,11
ENSG00000274422.1,ENSG00000274422,2,0,0,3,3,0
ENSG00000234630.1,ENSG00000234630,0,0,0,0,0,0
ENSG00000272779.1,BMS1P20,7,8,3,7,3,11
ENSG00000236850.4,ENSG00000236850,3,1,4,5,1,1
ENSG00000211643.2,IGLV5-52,0,2,2,0,0,0
ENSG00000211644.2,IGLV1-51,1,1,1,0,1,0
ENSG00000211645.2,IGLV1-50,1,3,0,0,0,0
ENSG00000225724.1,ASH2LP3,0,0,0,0,1,0
ENSG00000223350.2,IGLV9-49,0,0,0,0,0,0
ENSG00000232515.1,ENSG00000232515,0,0,0,0,0,0
ENSG00000211647.1,IGLV5-48,0,0,0,0,0,0
ENSG00000211648.2,IGLV1-47,0,0,0,0,0,0
ENSG00000237428.1,ASH2LP2,0,0,0,0,1,0
ENSG00000211649.3,IGLV7-46,0,0,0,0,0,0
ENSG00000232603.1,ENSG00000232603,0,0,0,0,0,0
ENSG00000211650.2,IGLV5-45,0,0,0,0,0,0
ENSG00000211651.3,IGLV1-44,0,0,0,0,0,0
ENSG00000211652.2,IGLV7-43,0,0,0,0,0,0
ENSG00000254175.1,IGLVI-42,0,0,0,0,0,0
ENSG00000254073.1,IGLVVII-41-1,0,0,0,0,0,0
ENSG00000253818.1,IGLV1-41,0,0,0,0,0,0
ENSG00000211653.2,IGLV1-40,0,0,0,0,1,0
ENSG00000224144.1,ASH2LP1,0,0,0,0,0,0
ENSG00000253889.1,IGLVI-38,0,0,0,0,1,0
ENSG00000211654.2,IGLV5-37,0,0,0,0,0,0
ENSG00000211655.3,IGLV1-36,0,0,0,0,1,0
ENSG00000230821.1,ASH2LP4,0,1,0,0,1,0
ENSG00000253631.1,IGLV7-35,0,0,0,0,0,0
ENSG00000226595.1,ENSG00000226595,0,0,1,0,1,0
ENSG00000275004.3,ZNF280B,27,37,38,65,53,42
ENSG00000169548.3,ZNF280A,0,0,0,11,11,13
ENSG00000185686.17,PRAME,0,0,0,815,467,600
ENSG00000220891.1,LL22NC03-63E9.3,0,0,0,1,1,0
ENSG00000253120.1,IGLV2-34,0,0,0,0,0,0
ENSG00000211656.3,IGLV2-33,0,0,0,0,0,0
ENSG00000211657.3,IGLV3-32,0,0,0,0,0,0
ENSG00000253920.1,IGLV3-31,0,0,0,0,1,0
ENSG00000253329.1,IGLV3-30,0,0,0,0,0,0
ENSG00000215456.5,BCRP4,0,0,0,0,0,0
ENSG00000183169.6,POM121L1P,0,0,0,0,0,0
ENSG00000100121.12,GGTLC2,0,0,0,0,1,0
ENSG00000253338.1,IGLV3-29,0,0,0,0,1,0
ENSG00000207834.1,ENSG00000207834,0,0,0,0,0,0
ENSG00000253451.1,IGLV2-28,0,0,0,6,1,3
ENSG00000211658.2,IGLV3-27,0,0,0,2,0,0
ENSG00000253913.1,IGLV3-26,0,0,0,0,0,0
ENSG00000253779.1,IGLVVI-25-1,0,0,0,0,0,0
ENSG00000211659.2,IGLV3-25,0,0,0,0,2,0
ENSG00000232350.1,ENSG00000232350,0,0,0,0,0,0
ENSG00000223999.1,ENSG00000223999,0,0,0,0,0,0
ENSG00000253822.1,IGLV3-24,0,0,0,0,0,0
ENSG00000211660.3,IGLV2-23,0,0,0,0,0,0
ENSG00000207830.1,ENSG00000207830,0,0,0,0,0,0
ENSG00000253546.1,IGLVVI-22-1,0,0,0,0,0,0
ENSG00000211661.2,IGLV3-22,0,0,0,0,0,0
ENSG00000211662.2,IGLV3-21,0,0,0,0,0,0
ENSG00000254240.1,IGLVI-20,0,0,0,0,0,0
ENSG00000211663.2,IGLV3-19,0,0,0,0,1,0
ENSG00000278667.1,ENSG00000278667,0,0,0,0,0,0
ENSG00000264629.1,ENSG00000264629,0,0,0,0,0,0
ENSG00000211664.2,IGLV2-18,0,0,0,0,0,0
ENSG00000254709.6,IGLL5,0,0,0,1,0,0
ENSG00000253152.1,IGLV3-17,0,0,0,0,0,0
ENSG00000211665.2,IGLV3-16,0,0,0,0,0,0
ENSG00000253786.1,IGLV3-15,0,0,0,0,0,0
ENSG00000207835.1,ENSG00000207835,0,0,0,0,0,0
ENSG00000211666.2,IGLV2-14,0,0,0,22,12,13
ENSG00000253590.1,IGLV3-13,0,0,0,0,0,0
ENSG00000211667.2,IGLV3-12,0,0,0,0,0,0
ENSG00000231392.1,ENSG00000231392,0,0,0,0,0,0
ENSG00000275772.1,ENSG00000275772,0,0,0,0,0,0
ENSG00000207833.1,ENSG00000207833,0,0,0,0,0,0
ENSG00000211668.2,IGLV2-11,0,0,0,0,0,0
ENSG00000274381.1,ENSG00000274381,0,0,0,0,0,0
ENSG00000211669.2,IGLV3-10,0,0,0,0,0,0
ENSG00000226477.1,ENSG00000226477,0,0,0,0,0,0
ENSG00000211670.2,IGLV3-9,0,0,0,0,1,0
ENSG00000278196.1,IGLV2-8,0,0,0,0,1,0
ENSG00000207836.1,ENSG00000207836,0,0,0,0,0,0
ENSG00000237127.1,ENSG00000237127,0,0,0,0,1,0
ENSG00000254077.1,IGLV3-7,0,0,0,0,0,0
ENSG00000253448.1,IGLV3-6,0,0,0,0,0,0
ENSG00000207832.1,ENSG00000207832,0,0,0,0,0,0
ENSG00000253234.1,IGLV2-5,0,0,0,0,0,0
ENSG00000226420.1,IGLV3-4,0,0,0,0,0,0
ENSG00000211672.2,IGLV4-3,0,0,0,0,0,0
ENSG00000253963.1,IGLV3-2,0,0,0,0,0,0
ENSG00000211673.2,IGLV3-1,0,0,0,0,0,0
ENSG00000264824.1,MIR5571,0,0,0,0,1,0
ENSG00000211674.2,IGLJ1,0,0,0,0,0,0
